0	17.6891
1	19.9384
2	27.0976
3	28.9433
4	29.7869
5	35.8435
6	55.2345
7	56.1783
8	133.402
9	142.366
10	182.805
11	196.077
12	207.244
13	218.211
14	219.558
15	228.821
16	231.169
17	238.227
18	247.49
19	260.863
20	279.849
21	285.102
22	289.555
23	329.29
24	334.043
25	348.519
26	352.069
27	359.729
28	364.583
29	375.449
30	405.264
31	439.787
32	440.631
33	454.004
34	457.453
35	473.235
36	494.129
37	498.08
38	649.373
39	656.131
40	679.828
41	706.128
42	715.995
43	732.776
44	750.159
45	790.892
46	834.841
47	836.086
48	852.465
49	861.132
50	879.919
51	910.833
52	933.227
53	949.208
54	957.069
55	962.022
56	1004.06
57	1005.21
58	1009.26
59	1021.54
60	1021.68
61	1034.25
62	1053.74
63	1098.79
64	1106.76
65	1128.65
66	1132.2
67	1158.91
68	1185.61
69	1255.72
70	1258.97
71	1276.65
72	1283.31
73	1298.39
74	1305.95
75	1309.4
76	1313.45
77	1328.93
78	1342.6
79	1361.29
80	1367.64
81	1383.02
82	1385.97
83	1402.75
84	1409.71
85	1413.86
86	1434.25
87	1480.1
88	1495.28
89	1497.42
90	1512
91	1535.6
92	1554.89
93	1561.65
94	1567.2
95	1580.68
96	1583.13
97	1584.77
98	1589.43
99	1603.8
100	1611.46
101	1650.2
102	1682.11
103	1686.77
104	1694.73
105	1709.71
106	1729.4
107	1743.77
108	1750.43
109	1844.5
110	1861.88
111	1869.04
112	1877.8
113	1883.26
114	1902.65
115	1923.54
116	1986.13
117	2035.59
118	2036.53
119	2055.92
120	2063.78
121	2064.82
122	2082.91
123	2083.15
124	2091.91
125	2094.86
126	2101.62
127	2135.14
128	2153.02
129	2160.28
130	2174.46
131	2178.41
132	2226.76
133	2240.54
134	2257.62
135	2275.51
136	2280.66
137	2284.11
138	2295.48
139	2311.26
140	2320.22
141	2321.27
142	2326.42
143	2334.68
144	2344.35
145	2356.12
146	2364.18
147	2366.33
148	2406.97
149	2455.53
150	2455.77
151	2462.83
152	2465.37
153	2496.59
154	2546.75
155	2560.23
156	2572.3
157	2574.35
158	2577.29
159	2624.55
160	2698.26
161	2735.8
162	2738.04
163	2745.7
164	2768.3
165	2769.94
166	2796.65
167	2797.79
168	2798.54
169	2821.64
170	2837.82
171	2868.23
172	2890.63
173	2901.2
174	2917.38
175	2942.08
176	2953.75
177	2970.83
178	3013.08
179	3024.65
180	3042.73
181	3082.37
182	3082.71
183	3090.27
184	3139.43
185	3176.96
186	3187.13
187	3208.92
188	3255.87
189	3261.53
190	3288.44
191	3289.88
192	3312.58
193	3326.56
194	3335.92
195	3345.89
196	3360.46
197	3403.21
198	3425.2
199	3438.87
200	3444.33
201	3448.88
202	3454.24
203	3455.78
204	3460.93
205	3461.88
206	3462.72
207	3482.21
208	3497.18
209	3517.17
210	3534.46
211	3541.81
212	3548.17
213	3562.25
214	3572.71
215	3578.27
216	3583.62
217	3597.2
218	3620.09
219	3675.06
220	3683.52
221	3711.13
222	3771.11
223	3773.26
224	3805.28
225	3816.74
